"2021 Inventory Report (Newly Acquired Materials)"
"Date Created:","Jun 06, 2021"
"Time Created:","2:32:27 PM"
Filters:,none
Search:,none
"Number of Newly Acquired Materials:",4445

"Accession Number",Barcode,"Call Number",Title,Author,Volume,Year,Edition,Publisher,"Publication Year","Circulation Type",Type,Status,Source,Location,"Last Year Inventoried"
BC-59461,UBULB0069441,Thesis,"Rural banks in the Cordillera Administrative Region : an assessment of vulnerability to local economic downturns, 1996-2009","Alejandro, Lean M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-59460,UBULB0069442,Thesis,"Pilosopiya ng oras at panahon ng mga Pilipino : isang paunang pag-aaral","Magundayao, Janina Angeli M.",0,0,,,2010,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-48870,UBULB0051801,Thesis,"&quot;Maeng&quot; : witchcraft and sorcery","Sumingwa, Hallen Joy D.",0,0,,,2003,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60792,UBULB0076409,Thesis,"A descriptive study on self-disclosure and its implications on relational development at the residential care center for children","Bosque, Ivy Jay",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60670,UBULB0076515,Thesis,"Growth potential and toxicity of Salmonella typhimurium in commercially available button mushrooms repackaged in polyvinyl/chloride film","Ayala, Mary Grace B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60669,UBULB0076514,Thesis,"A preliminary study on using swine waste water in a modified design of microbial fuel cell","Ledda, Roben R.J. F.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60675,UBULB0076520,Thesis,"Pollen structure, trichome density and stomatal density as indices of air pollution in Baguio City and some barangays of Benguet Province","Lallana, Edrianne Mariz D.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60674,UBULB0076519,Thesis,"A study of euthrophication by measuring primary productivity in selected sites along Bued River, Sitio Camp 6, Tuba, Benguet","Bilang, Janine Marie G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60673,UBULB0076518,Thesis,"Assessment of the relationship between pH and temperature and succession of three ciliate populations in protozoan culture","Manangan, Rovinson John C.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60672,UBULB0076517,Thesis,"Isolation and comparison of decomposition of crude Poly-B-Hydroxybutyrate (PHB) from Bacillus subtilis and Bacillus cereus","Bondoc, Azel Paolo T.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60668,UBULB0076513,Thesis,"Influence of increased temperature and acidification on the development of sea urchin (Tripneustes gratilla) larvae","Doringo, Kristine Rose M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60667,UBULB0076512,Thesis,"The effects of lowered salinity on the larvae and juveniles of Stichopus horrens (Echinodermata : Holothuroidea)","Natividad, Alfie P.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60665,UBULB0076502,Thesis,"Comparative characterization of the habitat of Pila and Pomacea","Ancheta, Angelo Gonzales",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60664,UBULB0076501,Thesis,"In vitro evaluation of the biopesticide potential of Ricinus communis, Ficus nota, Laportea meyeniana and Jatropha curcas against Pheretima benguetensis","Cabanero, Megan Jaei A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60663,UBULB0076500,Thesis,"Vermicomposting of selected organic solid wastes using Eudrilus euginiae (African night crawlers)","Balangcod, Kryssa D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60662,UBULB0076499,Thesis,"A comparison of traditional methods and image analysis in ecological surveys","Palpallatoc, Jamille B.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60661,UBULB0076498,Thesis,"Preliminary study on the analgesic activity of Andrographis paniculata in Mus musculus","Pascual, Catherine Labayog",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60682,UBULB0076510,Thesis,"Biological control of Colletotrichum sp. fruit rot (Anthracnose) on post-harvest strawberry fruits (Fragaria ananassa) by Jatropha curca's leaf extract and leaf powder","Abcalen, Jillian Clyde B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60681,UBULB0076509,Thesis,"Determination of the anti-angiogenic property of Lantana camara organic leaf extract using Chorioallantoic membrane vascular assay","Caguioa, Karlo Luigi C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60680,UBULB0076508,Thesis,"Presence and quantification of plant sterols and stanols in commercial fruits and vegetables of Benguet","Bautista, Anthony Vincent",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60679,UBULB0076507,Thesis,"Mercury level in Oreochromis niloticus (Tilapia) in Itogon, Benguet","Cheung, Heilyn May L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60678,UBULB0076506,Thesis,"Comparison of the analgesic effect of extract from Brugmansia suaveolens flowers in male and female Mus musculus","Janoras, Michelle Angelique",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60694,UBULB0076488,Thesis,"Herbivore deterrence of selected algal species in Patar, Bolinao against Tripneustes gratilla in relation to the single gut isolate of the echinoid host","Isidro, Kristy Marie C.,eauthor.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60693,UBULB0076487,Thesis,"Antibacterial activity of Callistemon viminalis (Bottlebrush) leaf extract","Cerezo, Kathreen Joyce M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60677,UBULB0076505,Thesis,"Influence of copper and cadnium on the lacasse produced by Phanerochaete chrysosporium to decolorize azo and triphenylmethane dyes","Pagaduan, Paul Henry R.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60676,UBULB0076504,Thesis,"Comparison of the vermicomposting efficiency of two earthworm species, Eisenia foetida and Eudrilus eugeniae","Gogola, Carrie Ann D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60697,UBULB0076491,Thesis,"Evaluation of the potential of Tithonia diversifolia and Paspalum conjugatum in accumulating mercury in Itogon, Benguet","Alcantara, Jona Y.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60690,UBULB0076483,Thesis,"Temperature and pH level effect on growth of preliminary identified crude oil degrading fungi isolated from fecal material of Equus caballus (Linnaeus, 1758)","Caranay, Francis Neil C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60692,UBULB0076486,Thesis,"Anti-inflammatory activity of fragrant pandan, Pandanus amaryllifolius methanolic leaf extract","Velez, Kristine Isabel D.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60695,UBULB0076489,Thesis,"Heavy metal uptake of sayote, Sechium edule, in an abandoned mining area in Ambassador, Tublay, Benguet","Bacsal, Kenette D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60666,UBULB0076503,Thesis,"Comparative morpho-anatomy of some vermivorous cone snails from Albay and Pangasinan in the light of phylogeny","Asis, Angelli Marie Jacynth",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60698,UBULB0076492,Thesis,"Characterization of two mangroves species in a recovering  mangal ecosystem in Pagdalagan, San Fernando, La Union","De Guzman, Aldjumar B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60696,UBULB0076490,Thesis,"Recovery of mango anthracnose pathogen Colletotrichum gloeosporioides conidia from UV-c radiation","Palafox, Bernz Jewelle S.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60685,UBULB0076494,Thesis,"A study on the effects of mercury on percentage germination, root length and mitotic index on Oryza sativa L.","Bautista Don M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60686,UBULB0076495,Thesis,"Effects of gibberellic acid on growth and flowering of drought-stressed Lycopersicon esculentum (Tomato) var. magilas","Nachor, Krippa Jan S.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60687,UBULB0076496,Thesis,"The effects of composting and vermicomposting on the quality of landfill soil","Quinto Edeljoy L.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60688,UBULB0076497,Thesis,"Antibacterial activity of the ethanolic extract of Piper betle (L.) leaves against pathogenic microorganisms","Cobsilen, Lyn Bethsaida P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60689,UBULB0076485,Thesis,"Antibacterial activity of Goldwell Sunflower honey of Baguio City on wound pathogens","Dulatre, Alyssa Nelle Quero",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60683,UBULB0076511,Thesis,"Comparative analysis of soil quality and biodiversity between conventional and organic farms in La Trinidad, Benguet","Buenavista, Nicole Anne D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60684,UBULB0076493,Thesis,"Isolation of styrene degrading microorganisms from Irisan dumpsite, Baguio City, Philippines","Gerna, Cinderella M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60671,UBULB0076516,Thesis,"Comparative evaluation on the fungi toxicity of three sea urchins collected in Anda, Pangasinan against Aspergillus flavius and Candida albicans","Co, Jian Meryl C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60721,UBULB0076480,Thesis,"Bagyo sa Baguio : a history of social impacts of typhoons in Baguio City and its environs, 1960-1980","Dulay, Rosalinda Barongan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60078,UBULB0075487,Thesis,"Determinants of cohort survival rate in Philippine education, regional and national analysis for 1994 to 2008","Daño, Darren G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60720,UBULB0076467,Thesis,"Determinants of cohort survival rate in Philippine education, regional and national analysis for 1994 to 2008","Daño, Darren G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60719,UBULB0076466,Thesis,"Fashioning the female : contextual analysis of Filipino terno--now and then","Dioquino, Karla Louise S.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60724,UBULB0076470,Thesis,"The impact of migration and urbanization on the traditional authority of Baguio and La Trinidad-based iBogang elders","Bangcawayan, Jerry M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60723,UBULB0076469,Thesis,"Macho gays : bodies & heteronormative politics of identity among male homosexual gym-goers in Baguio City","Narvasa, James Paul Rosales",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60722,UBULB0076468,Thesis,"An evaluative study on the perceived effectiveness of an experimental one-way scheme in alleviating traffic congestion in Baguio City","Pascua, Jessie Marie D.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60732,UBULB0076461,Thesis,"Perceptual differences of resident students and student transients on Baguio City's continuing environmental degradation","Nanao, Pearl Joyce M.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60731,UBULB0076462,Thesis,"A study on alienated labor among call center agents in Baguio City","Moris, Sarah Mae Rustria",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60730,UBULB0076463,Thesis,"Attitudinal voting in the Philippine Supreme Court, January 2006-February 2011","Micu, Ronuel Jess A.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60718,UBULB0076465,Thesis,"Comparative analysis of selected credit cooperatives in Isabela","Burgos, Elaine Bernadette P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60717,UBULB0076464,Thesis,"Reading colonial visuality : a history depicted in Esteban Villanueva's Basi revolt painting (1821)","Marilla, Angelie E.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60716,UBULB0076460,Thesis,"Breaking the habit : influencing environmentally responsible behaviors through routes of persuasion and message modalities","Baldo, Joan Miguel",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60715,UBULB0076459,Thesis,"Why or why not? : exploring the factors that affect the students' choice to enroll in Philosophy","Bautista, Fitzgerald F.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60714,UBULB0076458,Thesis,"The relationship among poverty, education and employment throughout the regions of the Philippines for the year 2009","Bravo, King Majed D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60703,UBULB0076453,Thesis,"Contextualizing the roles and the emergence of multiple debates between the local government unit of Naga and the Archdiocese of Caceres during the three-year preparation for the Lady of Penafrancia","Hufancia, Zsellah Zsamagne Mangubat",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60729,UBULB0076474,Thesis,"Explaining crimes against property in the Philippine provinces in 2002 : an economic perspective","Redondo, Krizia Marie M.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60728,UBULB0076478,Thesi,"A life history of Petra Chagyowen-Macliing","Claver, Ayangwa Francis M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60727,UBULB0076473,Thesis,"The formation of Northwestern Tarlac : a preliminary study on the social history of the province, 1873-1920","Agustin, Jazreen Olive Baldovino",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60726,UBULB0076472,Thesis,"Krus rosa and o-o : the support system of death rituals and practices in Poblacion, Tadian Mountain Province","Akilith, Noemi T.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60725,UBULB0076471,Thesis,"The economic burden of asthma among children in Baguio City","Andrade, Aryan Joelle R.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60713,UBULB0076457,Thesis,"The effects of the Bago tribal festival in the enculturation and ethnic identity development of the Bago youth","Pawilen, Ryan Alvin M.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60712,UBULB0076456,Thesis,"A comparative study of the implementation of Republic Act 9003 in Baguio City and Quezon City","Peil, Eillen Sybelle L.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60711,UBULB0076455,Thesis,"Kalam(pag) : a phenomenological approach to understanding children's hunger","Ubales, Raphael Phoebus Madora.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60702,UBULB0076447,Thesis,"Contemporary Igorot migration and settlement : a case study on Igorot of Mucdol, Dipaculao, Aurora","Rivera, Rosielle C.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60700,UBULB0076445,Thesis,"The struggle of students of working in a call center and completing tertiary education and its impact on the student's various needs : case studies on needs satisfaction","Quilala, Rapunzel D.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60699,UBULB0076440,Thesis,"Study on the motivation of the learners of the Alternative Learning System of Quezon Elementry School, Baguio City","Delgado, Daphne Fae L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60753,UBULB0076435,Thesis,"The Role of the Eastern Metropolitan Bus Company (EMBC) in the social development of Antipolo City, Rizal","Lagrama, Joy Neth Canelas",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60752,UBULB0076434,Thesis,"The occurrence of Tagalog slang words and its implications on the speaker's identity, culture, social class, social reality and social interaction","Gumaru, Michelle L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60751,UBULB0076433,Thesis,"You-PAD: Youth Participation and Democracy in the 2010 elections","Gregorio, Clifford E., Jr.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60733,UBULB0076436,Thesis,"Locust infestation and agriculture in the Philippines during the American period, 1916-1926","Lim, Maita Claire D.",0,0,,,2011,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-60734,UBULB0076437,Thesis,"The making of a good samaritan : a case study on organizational volunteering experiences in Baguio City","Cabrera, Roseanne Olegario",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
